"Affect1","Affect2","Affect3","approach","valence_raw","valence_category","spotify_seed","spotify_prompt","weather","feeling"
"Fear","Curiosity","Disgust","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and use the the inner no to sort what belongs close and what needs more distance.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with light curious drift, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and keep standards selective"
"Fear","Curiosity","Dropping","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with restless tilting currents, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and delay irreversible decisions"
"Fear","Curiosity","Joy","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by warm lift. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and let the warmth soften the edges so you can stay present without forcing anything.","0.0","Mixed / Neutral","seed_genres=dark-ambient,cinematic&target_valence=0.50&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.50&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with restless tilting currents, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and allow things to warm gradually"
"Fear","Curiosity","Withdrawing","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by a need for space. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.24","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.38&target_energy=0.38","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.38&target_energy=0.38. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with light curious drift, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and maintain extra space"
"Fear","Curiosity","Sadness","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by soft heaviness. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with patchy exploratory flow, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and keep demands low"
"Fear","Curiosity","Surprise","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by a sharp jolt. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.2","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.40&target_energy=0.38","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel curious, exploratory energy, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.40&target_energy=0.38. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with light curious drift, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while using light flexibility, and stay ready for shifts"
"Fear","Disgust","Anger","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by protective heat. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and let the heat help you name what is okay and what is not as you relate to {subject}.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with irregular abrasive currents, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and hold a firm stance"
"Fear","Disgust","Curiosity","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by steady interest. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and let the interest gently invite you to stay curious without rushing your next move.","-0.6000000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with harsh particulate air, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and allow room for new information"
"Fear","Disgust","Dropping","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with harsh particulate air, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and delay irreversible decisions"
"Fear","Disgust","Joy","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by warm lift. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and let the warmth soften the edges so you can stay present without forcing anything.","-0.6000000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with a coarse turning gust, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and allow things to warm gradually"
"Fear","Disgust","Withdrawing","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by a need for space. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.8400000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.08&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.08&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with a coarse turning gust, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and maintain extra space"
"Fear","Disgust","Sadness","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by soft heaviness. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with harsh particulate air, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and keep demands low"
"Fear","Disgust","Surprise","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with an inner no, then colored by a sharp jolt. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the inner no, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.8","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.10&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel harsh, rejecting tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.10&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with harsh particulate air, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while removing unfit options, and stay ready for shifts"
"Fear","Dropping","Anger","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by protective heat. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and let the heat help you name what is okay and what is not as you relate to {subject}.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with sinking trailing clouds, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and hold a firm stance"
"Fear","Dropping","Curiosity","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by steady interest. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and let the interest gently invite you to stay curious without rushing your next move.","-0.6000000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with sinking trailing clouds, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and allow room for new information"
"Fear","Dropping","Disgust","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and use the the inner no to sort what belongs close and what needs more distance.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with sinking trailing clouds, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and keep standards selective"
"Fear","Dropping","Joy","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by warm lift. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and let the warmth soften the edges so you can stay present without forcing anything.","-0.6000000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with a fading underside layer, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and allow things to warm gradually"
"Fear","Dropping","Withdrawing","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by a need for space. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.8400000000000000","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.08&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.08&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with a fading underside layer, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and maintain extra space"
"Fear","Dropping","Sadness","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by soft heaviness. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-1.0","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with a fading underside layer, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and keep demands low"
"Fear","Dropping","Surprise","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a small collapse inside, then colored by a sharp jolt. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the collapse, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.8","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.10&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel fragile, sinking tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.10&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with sinking trailing clouds, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while making minimal commitments, and stay ready for shifts"
"Fear","Joy","Anger","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by protective heat. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and let the heat help you name what is okay and what is not as you relate to {subject}.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with soft warming air, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and hold a firm stance"
"Fear","Joy","Curiosity","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by steady interest. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and let the interest gently invite you to stay curious without rushing your next move.","0.0","Mixed / Neutral","seed_genres=dark-ambient,cinematic&target_valence=0.50&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.50&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with gentle lifting pockets, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and allow room for new information"
"Fear","Joy","Disgust","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and use the the inner no to sort what belongs close and what needs more distance.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with soft warming air, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and keep standards selective"
"Fear","Joy","Dropping","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with gentle lifting pockets, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and delay irreversible decisions"
"Fear","Joy","Withdrawing","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by a need for space. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.24","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.38&target_energy=0.38","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.38&target_energy=0.38. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with soft warming air, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and maintain extra space"
"Fear","Joy","Sadness","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by soft heaviness. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-0.4","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with soft warming air, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and keep demands low"
"Fear","Joy","Surprise","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with warm lift, then colored by a sharp jolt. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the warmth, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.2","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.40&target_energy=0.38","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel warm, uplifting tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.40&target_energy=0.38. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with gentle lifting pockets, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while staying open to connection, and stay ready for shifts"
"Fear","Withdrawing","Anger","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a need for space, then colored by protective heat. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the need for space, and let the heat help you name what is okay and what is not as you relate to {subject}.","-0.76","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel distant, spacious feeling, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with expanding empty pockets, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while reducing engagement, and hold a firm stance"
"Fear","Withdrawing","Curiosity","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a need for space, then colored by steady interest. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the need for space, and let the interest gently invite you to stay curious without rushing your next move.","-0.36","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.32&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel distant, spacious feeling, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.32&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with a broad retreating zone, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while reducing engagement, and allow room for new information"
"Fear","Withdrawing","Disgust","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a need for space, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the need for space, and use the the inner no to sort what belongs close and what needs more distance.","-0.76","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel distant, spacious feeling, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with expanding empty pockets, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while reducing engagement, and keep standards selective"
"Fear","Withdrawing","Dropping","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a need for space, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the need for space, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-0.76","Strongly Negative","seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel distant, spacious feeling, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.12&target_energy=0.32. Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with expanding empty pockets, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while reducing engagement, and delay irreversible decisions"
"Fear","Withdrawing","Joy","{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with a need for space, then colored by warm lift. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the the need for space, and let the warmth soften the edges so you can stay present without forcing anything.","-0.36","Gently Negative","seed_genres=dark-ambient,cinematic&target_valence=0.32&target_energy=0.36","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel tense, cautious mood, secondary feel distant, spacious feeling, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=dark-ambient,cinematic&target_valence=0.32&target_energy=0.36. Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with a broad retreating zone, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","move carefully, while reducing engagement, and allow things to warm gradually"
