Affect1,Affect2,Affect3,subject,pronoun,approach,valence_raw,valence_category,spotify_seed,spotify_prompt,weather,feeling,Feeling 2
Dropping,Joy,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by steady interest. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and let the interest gently invite you to stay curious without rushing your next move.",0.0,Mixed / Neutral,"seed_genres=drone,slowcore&target_valence=0.50&target_energy=0.20","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with gentle lifting pockets, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | Flexible,The Bending Flexible Humility
Dropping,Joy,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by an inner no. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and use the the inner no to sort what belongs close and what needs more distance.",-0.4,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.30&target_energy=0.16","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with a mild brightening trend, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | Decisive,The Severe Cutting Softness
Dropping,Joy,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by tight caution. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.4,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.30&target_energy=0.16","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with soft warming air, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | Cautious,The Guarded Tight Quiet
Dropping,Joy,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by a need for space. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.24,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.38&target_energy=0.18","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with a mild brightening trend, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | Objective,The Flat Blank Stillness
Dropping,Joy,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by soft heaviness. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.4,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.30&target_energy=0.16","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with soft warming air, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | Tender,The Sore Bruised Yielding
Dropping,Joy,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with warm lift and finished by a sharp jolt. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the warmth, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.2,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.40&target_energy=0.18","Using the Spotify Search API, find one track that evokes the feeling of ""New Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with soft warming air, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Humility | Bonding | New,The Sudden Startling Smallness
Dropping,Withdrawing,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by protective heat. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.76,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.12&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with receding quiet air, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Firm,The Hard Unyielding Humility
Dropping,Withdrawing,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by steady interest. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and let the interest gently invite you to stay curious without rushing your next move.",-0.36,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.32&target_energy=0.16","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with expanding empty pockets, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Flexible,The Wavering Unsteady Softness
Dropping,Withdrawing,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by an inner no. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and use the the inner no to sort what belongs close and what needs more distance.",-0.76,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.12&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with a broad retreating zone, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Decisive,The Sharp Final Quiet
Dropping,Withdrawing,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by tight caution. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.76,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.12&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with a broad retreating zone, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Cautious,The Watchful Wary Stillness
Dropping,Withdrawing,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by warm lift. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and let the warmth soften the edges so you can stay present without forcing anything.",-0.36,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.32&target_energy=0.16","Using the Spotify Search API, find one track that evokes the feeling of ""Open Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with a broad retreating zone, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Open,The Thin Vulnerable Yielding
Dropping,Withdrawing,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by soft heaviness. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.76,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.12&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with a broad retreating zone, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | Tender,The Raw Fragile Smallness
Dropping,Withdrawing,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a need for space and finished by a sharp jolt. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the need for space, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.56,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.22&target_energy=0.14","Using the Spotify Search API, find one track that evokes the feeling of ""New Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with expanding empty pockets, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Humility | Retreating | New,The Sharp Harsh Humility
Dropping,Sadness,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by protective heat. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and let the heat help you name what is okay and what is not as you relate to {subject}.",-1.0,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.00&target_energy=0.10","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with muted rain bands, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Firm,The Fixed Severe Softness
Dropping,Sadness,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by steady interest. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.20&target_energy=0.14","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with slow trailing showers, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Flexible,The Slippery Shifting Quiet
Dropping,Sadness,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by an inner no. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and use the the inner no to sort what belongs close and what needs more distance.",-1.0,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.00&target_energy=0.10","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with a damp, heavy drift, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Decisive,The Relentless Harsh Stillness
Dropping,Sadness,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by tight caution. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and honor the caution by moving in small steps and checking what feels safe as you go.",-1.0,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.00&target_energy=0.10","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with muted rain bands, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Cautious,The Edgy Nervous Yielding
Dropping,Sadness,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by warm lift. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.20&target_energy=0.14","Using the Spotify Search API, find one track that evokes the feeling of ""Open Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with muted rain bands, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Open,The Exposed Bare Smallness
Dropping,Sadness,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by a need for space. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.08&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with muted rain bands, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | Objective,The Cold Distant Humility
Dropping,Sadness,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with soft heaviness and finished by a sharp jolt. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the heaviness, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.10&target_energy=0.12","Using the Spotify Search API, find one track that evokes the feeling of ""New Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with muted rain bands, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Humility | Grieving | New,The Jarring Abrupt Softness
Dropping,Surprise,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by protective heat. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.7,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.15&target_energy=0.13","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with scattered short bursts, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Firm,The Tense Rigid Quiet
Dropping,Surprise,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by steady interest. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and let the interest gently invite you to stay curious without rushing your next move.",-0.3,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.35&target_energy=0.17","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with brief unexpected shifts, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Flexible,The Tense Uneasy Stillness
Dropping,Surprise,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by an inner no. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and use the the inner no to sort what belongs close and what needs more distance.",-0.7,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.15&target_energy=0.13","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with scattered short bursts, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Decisive,The Severe Cutting Yielding
Dropping,Surprise,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by tight caution. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.7,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.15&target_energy=0.13","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with broken, shifting patches, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Cautious,The Guarded Tight Smallness
Dropping,Surprise,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by warm lift. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and let the warmth soften the edges so you can stay present without forcing anything.",-0.3,Gently Negative,"seed_genres=drone,slowcore&target_valence=0.35&target_energy=0.17","Using the Spotify Search API, find one track that evokes the feeling of ""Open Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a dim settling haze interacting with scattered short bursts, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Open,The Raw Unprotected Humility
Dropping,Surprise,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by a need for space. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.54,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.23&target_energy=0.15","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a falling pressure system interacting with broken, shifting patches, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Objective,The Cool Removed Softness
Dropping,Surprise,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of a small collapse inside that make you smaller, braided with a sharp jolt and finished by soft heaviness. It may arrive as a brief dimming of energy alongside the part of you that still wants to track what is happening.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the collapse and the the jolt, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.7,Strongly Negative,"seed_genres=drone,slowcore&target_valence=0.15&target_energy=0.13","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Humility"". Return the single best matching track.","Atmospheric conditions around {subject} show a slow cooling pool interacting with brief unexpected shifts, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Humility | Clearing | Tender,The Exposed Frayed Quiet
Fear,Anger,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by steady interest. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with a pressing hot strip, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Flexible,The Wavering Unsteady Alert
Fear,Anger,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and use the the inner no to sort what belongs close and what needs more distance.",-1.0,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with a tense, loaded boundary, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Decisive,The Sharp Final Signal
Fear,Anger,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-1.0,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with a tense, loaded boundary, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Quiet,The Low Smothered Warning
Fear,Anger,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by warm lift. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.20&target_energy=0.34","Using the Spotify Search API, find one track that evokes the feeling of ""Open Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with a tense, loaded boundary, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Open,The Thin Vulnerable Beacon
Fear,Anger,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by a need for space. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.08&target_energy=0.32","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with a tense, loaded boundary, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Objective,The Flat Blank Flare
Fear,Anger,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by soft heaviness. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-1.0,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.00&target_energy=0.30","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with a tense, loaded boundary, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | Tender,The Sore Bruised Alarm
Fear,Anger,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with protective heat, then colored by a sharp jolt. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the heat, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.10&target_energy=0.32","Using the Spotify Search API, find one track that evokes the feeling of ""New Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with a sharp heated edge, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Alert | Defending | New,The Sudden Startling Alert
Fear,Curiosity,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by protective heat. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.4,Gently Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a low visibility field interacting with light curious drift, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Alert | Exploring | Firm,The Hard Unyielding Signal
Fear,Curiosity,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by an inner no. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and use the the inner no to sort what belongs close and what needs more distance.",-0.4,Gently Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a cold cautious draft interacting with light curious drift, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Alert | Exploring | Decisive,The Relentless Harsh Warning
Fear,Curiosity,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of tight caution that tighten your focus, threaded together with steady interest, then colored by a small collapse inside. It can feel like your body is quietly running a safety check before it commits.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the caution and the interest, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.4,Gently Negative,"seed_genres=dark-ambient,cinematic&target_valence=0.30&target_energy=0.36","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Alert"". Return the single best matching track.","Atmospheric conditions around {subject} show a tightening pressure zone interacting with restless tilting currents, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Alert | Exploring | Quiet,The Hushed Sinking Beacon
